date,open
2020-04-25,1831.956182604633
2020-04-26,1828.973380609293
2020-04-27,1825.4910379054845
2020-04-28,1831.829142185047
2020-04-29,1850.6833787470637
2020-04-30,1822.5839270546692
2020-05-01,1829.5554654340901
2020-05-02,1815.196049174983
2020-05-03,1827.941917987995
2020-05-04,1814.594983998037
2020-05-05,1800.7957171935775
2020-05-06,1806.219615886981
2020-05-07,1815.7583952104674
2020-05-08,1813.5610110983885
2020-05-09,1814.7528403468634
2020-05-10,1816.2159785627864
2020-05-11,1819.5745535879016
2020-05-12,1808.0897594564365
2020-05-13,1819.0425450921698
2020-05-14,1833.7502484909796
2020-05-15,1828.4727704593056
2020-05-16,1830.6280638368758
2020-05-17,1856.0069906074716
2020-05-18,1845.0022591254076
2020-05-19,1834.4091483531413
2020-05-20,1843.2247654058572
2020-05-21,1849.3940523442366
2020-05-22,1828.5155119552162
2020-05-23,1838.4686101070945
2020-05-24,1825.235646849929
2020-05-25,1836.9714477329355
2020-05-26,1840.7866344194433
2020-05-27,1857.3453830772385
2020-05-28,1849.2279259916277
2020-05-29,1855.6499102087453
2020-05-30,1857.3420975256306
2020-05-31,1858.0131520778496
2020-06-01,1850.9045226274625
2020-06-02,1858.274335409305
2020-06-03,1851.0367741771263
2020-06-04,1842.6889741743819
2020-06-05,1852.8726653598653
2020-06-06,1845.6928033373906
2020-06-07,1845.2232109385327
2020-06-08,1854.7181789559806
2020-06-09,1850.494829754258
2020-06-10,1852.695307080597
2020-06-11,1849.3099991459828
2020-06-12,1857.0587624427392
2020-06-13,1855.1457419694143
2020-06-14,1857.3843781253086
2020-06-15,1853.3817801602856
2020-06-16,1855.2622398704355
2020-06-17,1854.2278317722682
2020-06-18,1859.2474440701988
2020-06-19,1859.6674958396882
2020-06-20,1855.2012476383
2020-06-21,1849.6787458187375
2020-06-22,1855.858677697779
2020-06-23,1852.3926366685257
