date,open
2020-03-13,1128.0671505376774
2020-03-14,1131.4124139869864
2020-03-15,1130.5612853531657
2020-03-16,1132.1859643745786
2020-03-17,1151.4539855409018
2020-03-18,1148.623934389733
2020-03-19,1140.3086982903785
2020-03-20,1142.7255620820704
2020-03-21,1150.2679948658085
2020-03-22,1151.0120367479888
2020-03-23,1149.9605275555293
2020-03-24,1154.5910446402067
2020-03-25,1139.8013115041406
2020-03-26,1137.2924221368376
2020-03-27,1143.4976959869803
2020-03-28,1142.90307769998
2020-03-29,1136.4438289344894
2020-03-30,1142.470026942272
2020-03-31,1138.3049953922034
2020-04-01,1141.699633091699
2020-04-02,1146.0876445312654
2020-04-03,1137.2211627282777
2020-04-04,1135.9372317952188
2020-04-05,1136.4157595805973
2020-04-06,1143.835591116342
2020-04-07,1138.3594154993987
2020-04-08,1131.7070076121238
2020-04-09,1136.6167208979302
