date,open
2020-04-09,134.08821570346245
2020-04-10,135.7362719956086
2020-04-11,136.29789837692027
2020-04-12,136.59391368230496
2020-04-13,133.51539977164725
2020-04-14,129.15341931567315
2020-04-15,127.86087333122582
2020-04-16,126.21503654388776
2020-04-17,129.99900592476337
2020-04-18,130.97702037309904
2020-04-19,124.92829894585887
2020-04-20,124.36543370908213
2020-04-21,124.84407084335704
2020-04-22,124.7719001177653
2020-04-23,122.11381201383209
2020-04-24,122.603339155859
2020-04-25,122.71879517713977
2020-04-26,125.86736918709163
2020-04-27,125.77461526933494
2020-04-28,121.55394007930902
2020-04-29,121.41401035488978
2020-04-30,121.24173857025075
2020-05-01,121.3812976740543
2020-05-02,117.7945936713602
2020-05-03,117.73509489304284
2020-05-04,119.70441064103206
2020-05-05,120.69400936612347
2020-05-06,117.35637066859282
2020-05-07,115.24744953300286
