date,open
2020-03-17,244.65088896319904
2020-03-18,242.8239102026354
2020-03-19,242.35500364788356
2020-03-20,239.59127159760033
2020-03-21,237.28747117111348
2020-03-22,234.0824494887966
2020-03-23,233.68269059141738
2020-03-24,234.14691665637443
2020-03-25,235.73516175273042
2020-03-26,235.45705445703032
2020-03-27,233.66595377414617
2020-03-28,234.15691102592243
2020-03-29,233.4538259779224
2020-03-30,231.23419762931033
2020-03-31,231.83215405967434
2020-04-01,231.2854047246822
2020-04-02,229.22791097087156
2020-04-03,231.68776421210637
2020-04-04,230.5108797566765
2020-04-05,229.06990543390256
2020-04-06,227.96095594974696
2020-04-07,228.70200162640666
2020-04-08,231.23770389601657
2020-04-09,231.9333773240308
2020-04-10,233.03317041809788
2020-04-11,233.06149141730756
2020-04-12,228.93045635485467
2020-04-13,227.48286361564223
2020-04-14,229.7097098220469
2020-04-15,228.51041565259797
2020-04-16,234.28082507177143
2020-04-17,233.0238034262468
2020-04-18,231.80928181054426
2020-04-19,233.34268935705293
2020-04-20,233.36226331025435
2020-04-21,235.02028929659656
2020-04-22,237.16957608385604
2020-04-23,236.6412393926323
2020-04-24,237.17023217240381
2020-04-25,236.95619580847594
2020-04-26,236.8830806064366
2020-04-27,237.74842498650426
2020-04-28,238.1903344685021
2020-04-29,238.4294572023981
2020-04-30,236.63658692906773
2020-05-01,236.98071771025454
2020-05-02,236.0307967597078
2020-05-03,236.76099954445485
2020-05-04,239.5207158900164
2020-05-05,239.86797112689771
2020-05-06,240.62053164772055
2020-05-07,240.59684193898772
2020-05-08,239.82772237730973
2020-05-09,240.4331218540032
2020-05-10,240.65707592956554
2020-05-11,241.1876253075251
2020-05-12,240.8290488507306
2020-05-13,241.08706790207097
2020-05-14,240.4907754531801
2020-05-15,239.9597410498501
2020-05-16,240.14838185597424
2020-05-17,239.93588046579296
2020-05-18,240.27135415085016
2020-05-19,240.67697424680026
2020-05-20,240.34899747594199
2020-05-21,240.6010917433108
2020-05-22,240.24624188035088
2020-05-23,240.18151646031623
2020-05-24,240.75002761513886
2020-05-25,240.646610519208
2020-05-26,240.97496951564122
2020-05-27,240.84829086445654
2020-05-28,240.22299776799218
2020-05-29,240.4640676560191
